1_ortho;4_cgram;5_genre
sertao;NOM;m
serti;NOM;m
serti;VER;m
sertie;VER;f
serties;VER;f
sertir;VER;
sertirait;VER;
sertis;NOM;m
sertis;VER;m
sertissage;NOM;m
sertissaient;VER;
sertissait;VER;
sertissant;VER;
sertissent;VER;
sertisseur;NOM;m
sertão;NOM;m
servage;NOM;m
servaient;VER;
servais;VER;
